what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.mylyn.tasks.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.tasks.ui.views.tasks",1363261130262
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1363261130288
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363261130301
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363261130375
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1363261130404
started,bundle,com.yattasolutions.diagrams.editor,1.5.1.201209280943,"com.yattasolutions.diagrams.editor",1363261130513
started,bundle,org.eclipse.gef,3.8.1.201208201742,"org.eclipse.gef",1363261130516
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363261144966
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1363261149490
activated,view,com.android.ide.eclipse.ddms,21.0.1.v201212060256-543035,"com.android.ide.eclipse.ddms.views.LogCatView",1363261151549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363261165193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363261166709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363261187258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363261191167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363261199881
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363261214534
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1363261214778
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363261214791
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363261225598
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1363261247481
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363261253314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363261264036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363261268376
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1363261268384
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363261296595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363261305172
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1363261305228
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363261308544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363261309494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363261309672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363261311118
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1363261311208
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1363261313230
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363261313382
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363261321770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363261324537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363261333929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363261340858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363261345936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363261357694
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1363261357813
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1363261359734
activated,view,com.android.ide.eclipse.ddms,21.0.1.v201212060256-543035,"com.android.ide.eclipse.ddms.views.LogCatView",1363261361768
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363261362443
