what,kind,bundleId,bundleVersion,description,time
error,log,,,"Parser exception for C:\\Users\\Ricky\\Documents\\ProjectWorkspace\\Sudoku\\AndroidManifest.xml: The markup in the document following the root element must be well-formed.",1359631763798
error,log,,,"Parser exception for C:\\Users\\Ricky\\Documents\\ProjectWorkspace\\Sudoku\\AndroidManifest.xml: The markup in the document following the root element must be well-formed.",1359631763806
error,log,,,"Parser exception for C:\\Users\\Ricky\\Documents\\ProjectWorkspace\\Sudoku\\AndroidManifest.xml: The markup in the document following the root element must be well-formed.",1359631763813
error,log,,,"Parser exception for C:\\Users\\Ricky\\Documents\\ProjectWorkspace\\Sudoku\\AndroidManifest.xml: The markup in the document following the root element must be well-formed.",1359631763827
error,log,,,"Parser exception for C:\\Users\\Ricky\\Documents\\ProjectWorkspace\\Sudoku\\AndroidManifest.xml: The markup in the document following the root element must be well-formed.",1359631763834
error,log,,,"Parser exception for C:\\Users\\Ricky\\Documents\\ProjectWorkspace\\Sudoku\\AndroidManifest.xml: The markup in the document following the root element must be well-formed.",1359631763842
error,log,,,"Parser exception for C:\\Users\\Ricky\\Documents\\ProjectWorkspace\\Sudoku\\AndroidManifest.xml: The markup in the document following the root element must be well-formed.",1359631763849
error,log,,,"Parser exception for C:\\Users\\Ricky\\Documents\\ProjectWorkspace\\Sudoku\\AndroidManifest.xml: The markup in the document following the root element must be well-formed.",1359631763858
error,log,,,"Parser exception for C:\\Users\\Ricky\\Documents\\ProjectWorkspace\\Sudoku\\AndroidManifest.xml: The markup in the document following the root element must be well-formed.",1359631763865
error,log,,,"Parser exception for C:\\Users\\Ricky\\Documents\\ProjectWorkspace\\Sudoku\\AndroidManifest.xml: The markup in the document following the root element must be well-formed.",1359631763872
error,log,,,"Parser exception for C:\\Users\\Ricky\\Documents\\ProjectWorkspace\\Sudoku\\AndroidManifest.xml: The markup in the document following the root element must be well-formed.",1359631763878
error,log,,,"Parser exception for C:\\Users\\Ricky\\Documents\\ProjectWorkspace\\Sudoku\\AndroidManifest.xml: The markup in the document following the root element must be well-formed.",1359631763884
error,log,,,"Parser exception for C:\\Users\\Ricky\\Documents\\ProjectWorkspace\\Sudoku\\AndroidManifest.xml: The markup in the document following the root element must be well-formed.",1359631763891
error,log,,,"Parser exception for C:\\Users\\Ricky\\Documents\\ProjectWorkspace\\Sudoku\\AndroidManifest.xml: The markup in the document following the root element must be well-formed.",1359631763898
